CD_REFNIS,CD_SECT,MS_PROP
93010,T,0.3444976077
93010,Z,0.4284954811
93014,P,0.0361111111
93014,S,0.183974359
93014,T,0.3354700855
93014,Z,0.4444444444
93018,P,0.0651965484
93018,S,0.1744966443
93018,T,0.2809204219
93018,Z,0.4793863854
93022,P,0.0260849492
93022,S,0.1618190212
93022,T,0.3748845799
93022,Z,0.4372114497
93056,P,0.0413391557
93056,S,0.1586608443
93056,T,0.3554585153
93056,Z,0.4445414847
93088,P,0.0228237792
93088,S,0.1794055202
93088,T,0.3772558386
93088,Z,0.420514862
93090,P,0.0240711669
93090,S,0.1747776033
93090,T,0.3008895866
93090,Z,0.5002616431
