CD_REFNIS,MS_SEX,<65 year,>=65year,TOTAL,,TX_DESCR_FR
85011,VROUW,2082,779,2861,Florenville,Florenville
85024,TOTAL,2285,524,2809,Meix-devant-Virton,Meix-devant-Virton
85024,MAN,1144,232,1376,Meix-devant-Virton,Meix-devant-Virton
85024,VROUW,1141,292,1433,Meix-devant-Virton,Meix-devant-Virton
85026,TOTAL,3819,732,4551,Musson,Musson
85026,MAN,1904,351,2255,Musson,Musson
85026,VROUW,1915,381,2296,Musson,Musson
85034,TOTAL,3065,543,3608,Saint-Léger (Virton),Saint-Léger (Virton)
85034,MAN,1523,245,1768,Saint-Léger (Virton),Saint-Léger (Virton)
85034,VROUW,1542,298,1840,Saint-Léger (Virton),Saint-Léger (Virton)
85039,TOTAL,3675,625,4300,Tintigny,Tintigny
85039,MAN,1865,278,2143,Tintigny,Tintigny
85039,VROUW,1810,347,2157,Tintigny,Tintigny
85045,TOTAL,9146,2186,11332,Virton,Virton
85045,MAN,4606,927,5533,Virton,Virton
85045,VROUW,4540,1259,5799,Virton,Virton
85046,TOTAL,7221,1188,8409,Habay,Habay
85046,MAN,3660,520,4180,Habay,Habay
85046,VROUW,3561,668,4229,Habay,Habay
85047,TOTAL,1695,412,2107,Rouvroy,Rouvroy
85047,MAN,872,165,1037,Rouvroy,Rouvroy
85047,VROUW,823,247,1070,Rouvroy,Rouvroy
90000,TOTAL,402442,91883,494325,Provincie Namen,Province de Namur
90000,MAN,202436,39765,242201,Provincie Namen,Province de Namur
90000,VROUW,200006,52118,252124,Provincie Namen,Province de Namur
91000,TOTAL,89700,21308,111008,Arrondissement Dinant,Arrondissement de Dinant
91000,MAN,45336,9399,54735,Arrondissement Dinant,Arrondissement de Dinant
91000,VROUW,44364,11909,56273,Arrondissement Dinant,Arrondissement de Dinant
91005,TOTAL,5657,1389,7046,Anhée,Anhée
91005,MAN,2826,630,3456,Anhée,Anhée
91005,VROUW,2831,759,3590,Anhée,Anhée
91013,TOTAL,7315,1844,9159,Beauraing,Beauraing
91013,MAN,3663,765,4428,Beauraing,Beauraing
91013,VROUW,3652,1079,4731,Beauraing,Beauraing
91015,TOTAL,2721,634,3355,Bièvre,Bièvre
91015,MAN,1379,289,1668,Bièvre,Bièvre
91015,VROUW,1342,345,1687,Bièvre,Bièvre
91030,TOTAL,13505,3075,16580,Ciney,Ciney
91030,MAN,6698,1253,7951,Ciney,Ciney
91030,VROUW,6807,1822,8629,Ciney,Ciney
91034,TOTAL,10627,2824,13451,Dinant,Dinant
91034,MAN,5431,1181,6612,Dinant,Dinant
91034,VROUW,5196,1643,6839,Dinant,Dinant
91054,TOTAL,3629,1003,4632,Gedinne,Gedinne
91054,MAN,1826,448,2274,Gedinne,Gedinne
91054,VROUW,1803,555,2358,Gedinne,Gedinne
91059,TOTAL,6266,1091,7357,Hamois,Hamois
91059,MAN,3139,500,3639,Hamois,Hamois
91059,VROUW,3127,591,3718,Hamois,Hamois
91064,TOTAL,4253,922,5175,Havelange,Havelange
91064,MAN,2163,416,2579,Havelange,Havelange
91064,VROUW,2090,506,2596,Havelange,Havelange
91072,TOTAL,4099,857,4956,Houyet,Houyet
91072,MAN,2065,378,2443,Houyet,Houyet
91072,VROUW,2034,479,2513,Houyet,Houyet
91103,TOTAL,2619,622,3241,Onhaye,Onhaye
91103,MAN,1325,299,1624,Onhaye,Onhaye
91103,VROUW,1294,323,1617,Onhaye,Onhaye
91114,TOTAL,10174,2437,12611,Rochefort,Rochefort
91114,MAN,5136,1074,6210,Rochefort,Rochefort
91114,VROUW,5038,1363,6401,Rochefort,Rochefort
91120,TOTAL,4672,969,5641,Somme-Leuze,Somme-Leuze
91120,MAN,2371,443,2814,Somme-Leuze,Somme-Leuze
91120,VROUW,2301,526,2827,Somme-Leuze,Somme-Leuze
91141,TOTAL,7578,1589,9167,Yvoir,Yvoir
91141,MAN,3857,727,4584,Yvoir,Yvoir
91141,VROUW,3721,862,4583,Yvoir,Yvoir
91142,TOTAL,4627,1395,6022,Hastière,Hastière
91142,MAN,2427,696,3123,Hastière,Hastière
91142,VROUW,2200,699,2899,Hastière,Hastière
91143,TOTAL,1958,657,2615,Vresse-sur-Semois,Vresse-sur-Semois
91143,MAN,1030,300,1330,Vresse-sur-Semois,Vresse-sur-Semois
91143,VROUW,928,357,1285,Vresse-sur-Semois,Vresse-sur-Semois
92000,TOTAL,259506,57456,316962,Arrondissement Namen,Arrondissement de Namur
92000,MAN,130169,24603,154772,Arrondissement Namen,Arrondissement de Namur
92000,VROUW,129337,32853,162190,Arrondissement Namen,Arrondissement de Namur
92003,TOTAL,22621,4770,27391,Andenne,Andenne
92003,MAN,11298,2033,13331,Andenne,Andenne
92003,VROUW,11323,2737,14060,Andenne,Andenne
92006,TOTAL,5925,1107,7032,Assesse,Assesse
92006,MAN,3016,529,3545,Assesse,Assesse
92006,VROUW,2909,578,3487,Assesse,Assesse
92035,TOTAL,13478,2859,16337,Eghezée,Eghezée
92035,MAN,6721,1242,7963,Eghezée,Eghezée
92035,VROUW,6757,1617,8374,Eghezée,Eghezée
92045,TOTAL,6761,1383,8144,Floreffe,Floreffe
92045,MAN,3351,624,3975,Floreffe,Floreffe
92045,VROUW,3410,759,4169,Floreffe,Floreffe
92048,TOTAL,8682,1706,10388,Fosses-la-Ville,Fosses-la-Ville
92048,MAN,4390,788,5178,Fosses-la-Ville,Fosses-la-Ville
92048,VROUW,4292,918,5210,Fosses-la-Ville,Fosses-la-Ville
92054,TOTAL,6108,1094,7202,Gesves,Gesves
92054,MAN,3095,490,3585,Gesves,Gesves
92054,VROUW,3013,604,3617,Gesves,Gesves
92087,TOTAL,10860,2242,13102,Mettet,Mettet
92087,MAN,5470,995,6465,Mettet,Mettet
92087,VROUW,5390,1247,6637,Mettet,Mettet
92094,TOTAL,88405,22374,110779,Namen,Namur
92094,MAN,44292,9229,53521,Namen,Namur
92094,VROUW,44113,13145,57258,Namen,Namur
92097,TOTAL,4366,761,5127,Ohey,Ohey
92097,MAN,2212,354,2566,Ohey,Ohey
92097,VROUW,2154,407,2561,Ohey,Ohey
92101,TOTAL,9950,2270,12220,Profondeville,Profondeville
92101,MAN,4982,1017,5999,Profondeville,Profondeville
92101,VROUW,4968,1253,6221,Profondeville,Profondeville
92114,TOTAL,7127,1313,8440,Sombreffe,Sombreffe
92114,MAN,3587,585,4172,Sombreffe,Sombreffe
92114,VROUW,3540,728,4268,Sombreffe,Sombreffe
92137,TOTAL,22995,5293,28288,Sambreville,Sambreville
92137,MAN,11457,2160,13617,Sambreville,Sambreville
92137,VROUW,11538,3133,14671,Sambreville,Sambreville
92138,TOTAL,6815,1217,8032,Fernelmont,Fernelmont
92138,MAN,3447,541,3988,Fernelmont,Fernelmont
92138,VROUW,3368,676,4044,Fernelmont,Fernelmont
92140,TOTAL,16089,3101,19190,Jemeppe-sur-Sambre,Jemeppe-sur-Sambre
92140,MAN,8118,1376,9494,Jemeppe-sur-Sambre,Jemeppe-sur-Sambre
92140,VROUW,7971,1725,9696,Jemeppe-sur-Sambre,Jemeppe-sur-Sambre
92141,TOTAL,7805,1471,9276,La Bruyère,La Bruyère
92141,MAN,3848,670,4518,La Bruyère,La Bruyère
92141,VROUW,3957,801,4758,La Bruyère,La Bruyère
92142,TOTAL,21519,4495,26014,Gembloux,Gembloux
92142,MAN,10885,1970,12855,Gembloux,Gembloux
92142,VROUW,10634,2525,13159,Gembloux,Gembloux
93000,TOTAL,53236,13119,66355,Arrondissement Philippeville,Arrondissement de Philippeville
93000,MAN,26931,5763,32694,Arrondissement Philippeville,Arrondissement de Philippeville
93000,VROUW,26305,7356,33661,Arrondissement Philippeville,Arrondissement de Philippeville
93010,TOTAL,4080,843,4923,Cerfontaine,Cerfontaine
93010,MAN,2091,368,2459,Cerfontaine,Cerfontaine
93010,VROUW,1989,475,2464,Cerfontaine,Cerfontaine
93014,TOTAL,10815,2932,13747,Couvin,Couvin
93014,MAN,5436,1268,6704,Couvin,Couvin
93014,VROUW,5379,1664,7043,Couvin,Couvin
93018,TOTAL,2379,618,2997,Doische,Doische
93018,MAN,1191,285,1476,Doische,Doische
93018,VROUW,1188,333,1521,Doische,Doische
93022,TOTAL,9206,2104,11310,Florennes,Florennes
93022,MAN,4655,925,5580,Florennes,Florennes
93022,VROUW,4551,1179,5730,Florennes,Florennes
93056,TOTAL,7451,1838,9289,Philippeville,Philippeville
93056,MAN,3835,810,4645,Philippeville,Philippeville
93056,VROUW,3616,1028,4644,Philippeville,Philippeville
93088,TOTAL,14920,3510,18430,Walcourt,Walcourt
93088,MAN,7474,1573,9047,Walcourt,Walcourt
93088,VROUW,7446,1937,9383,Walcourt,Walcourt
93090,TOTAL,4385,1274,5659,Viroinval,Viroinval
93090,MAN,2249,534,2783,Viroinval,Viroinval
93090,VROUW,2136,740,2876,Viroinval,Viroinval
