sequenceID,collectionDate,postCode,longitude,latitude
hCoV-19/Belgium/ULG-10027/2020|EPI_ISL_421201|2020-03-31|Europe,2020.24590163934,4121,728640.609667553,638198.781617078
hCoV-19/Belgium/MR-0327344/2020|EPI_ISL_462198|2020-03-27,2020.2349726776,3630,741087.076445332,683292.139467294
hCoV-19/Belgium/Rega-0331264/2020|EPI_ISL_458234|2020-03-31|Europe,2020.24590163934,3000,673925.256808772,673550.112533237
hCoV-19/Belgium/Rega-0319259/2020|EPI_ISL_458229|2020-03-19|Europe,2020.2131147541,3270,691937.101705857,685587.890600516
hCoV-19/Belgium/ML-0324164/2020|EPI_ISL_420421|2020-03-24|Europe,2020.22677595628,3440,699456.307598465,672297.946764224
hCoV-19/Belgium/NIM-0324161/2020|EPI_ISL_420418|2020-03-24|Europe,2020.22677595628,3850,707908.251721243,675330.078510923
hCoV-19/Belgium/LJ-0325148/2020|EPI_ISL_420405|2020-03-25|Europe,2020.22950819672,3800,713175.864401236,670332.212369075
hCoV-19/Belgium/GM-0407395/2020|EPI_ISL_462249|2020-04-07,2020.2650273224,3510,712383.610202482,680690.094407049
hCoV-19/Belgium/Rega-0329233/2020|EPI_ISL_458203|2020-03-29|Europe,2020.24043715847,3012,674048.288084577,678816.555943034
hCoV-19/Belgium/DWAEE-030954/2020|EPI_ISL_418983|2020-03-09|Europe,2020.18579234973,1730,641698.743959391,677464.311218676
hCoV-19/Belgium/LMA-0330384/2020|EPI_ISL_462238|2020-03-30,2020.24316939891,9030,601701.552730935,694703.865901936
hCoV-19/Belgium/VI-03027/2020|EPI_ISL_417427|2020-03-02|Europe,2020.16666666667,1150,656367.219321547,669498.232466997
hCoV-19/Belgium/VS-030542/2020|EPI_ISL_418863|2020-03-05|Europe,2020.17486338798,7780,552941.718543056,664891.334489344
hCoV-19/Belgium/LJA-0401368/2020|EPI_ISL_462222|2020-04-01,2020.24863387978,8647,540277.968097656,683644.46254889
hCoV-19/Belgium/Rega-0330256/2020|EPI_ISL_458226|2020-03-30|Europe,2020.24316939891,3010,675178.649483298,674223.124932669
hCoV-19/Belgium/BN-0330347/2020|EPI_ISL_462201|2020-03-30,2020.24316939891,8820,560074.436261002,696859.198987599
hCoV-19/Belgium/OTG-0401375/2020|EPI_ISL_462229|2020-04-01,2020.24863387978,8530,575565.669120848,671723.202423013
hCoV-19/Belgium/ULG-6216/2020|EPI_ISL_417014|2020-03-13|Europe,2020.19672131148,4671,743895.656734807,652304.322073991
hCoV-19/Belgium/WWM-030665/2020|EPI_ISL_420321|2020-03-06|Europe,2020.17759562842,1330,661503.636912564,655337.056093603
hCoV-19/Belgium/DAL-030650/2020|EPI_ISL_420446|2020-03-06|Europe,2020.17759562842,8780,577776.81527814,679336.874000517
hCoV-19/Belgium/MF-030546/2020|EPI_ISL_420444|2020-03-05|Europe,2020.17486338798,3620,737922.109823575,676336.009190802
hCoV-19/Belgium/RJ-030552/2020|EPI_ISL_420317|2020-03-05|Europe,2020.17486338798,3001,672826.428091362,672644.611539094
hCoV-19/Belgium/BS-030598/2020|EPI_ISL_420354|2020-03-05|Europe,2020.17486338798,9250,628994.030077121,700957.245824401
hCoV-19/Belgium/GSA-030454/2020|EPI_ISL_420448|2020-03-04|Europe,2020.17213114754,3210,683965.72453822,674402.645792525
hCoV-19/Belgium/NL-030447/2020|EPI_ISL_420314|2020-03-04|Europe,2020.17213114754,1000,649225.626901861,671307.97389137
hCoV-19/Belgium/JL-03044/2020|EPI_ISL_418270|2020-03-04|Europe,2020.17213114754,2000,652363.633883721,712007.725433224
hCoV-19/Belgium/MTR-03021/2020|EPI_ISL_416467|2020-03-02|Europe,2020.16666666667,3220,678039.439554745,678550.771589925
hCoV-19/Belgium/MTR-03026/2020|EPI_ISL_416476|2020-03-02|Europe,2020.16666666667,3220,677208.712792136,677776.11904781
hCoV-19/Belgium/VJP-030463/2020|EPI_ISL_420454|2020-03-04|Europe,2020.17213114754,2820,664271.582748244,688354.186052489
hCoV-19/Belgium/SQ-03043/2020|EPI_ISL_417426|2020-03-04|Europe,2020.17213114754,3000,672915.22877309,675465.563468997
hCoV-19/Belgium/VF-030562/2020|EPI_ISL_420453|2020-03-05|Europe,2020.17486338798,8560,563833.099373074,666161.169674297
hCoV-19/Belgium/GMH-03022/2020|EPI_ISL_416468|2020-03-02|Europe,2020.16666666667,3220,677238.603472171,678359.031476856
hCoV-19/Belgium/HHC-0401376/2020|EPI_ISL_462230|2020-04-01,2020.24863387978,8580,586074.559845512,663430.936505801
hCoV-19/Belgium/MMJ-03034/2020|EPI_ISL_417429|2020-03-03|Europe,2020.1693989071,3220,679573.012022945,680511.279479155
hCoV-19/Belgium/DBA-03032/2020|EPI_ISL_416475|2020-03-03|Europe,2020.1693989071,3000,673357.346335079,674293.431027992
hCoV-19/Belgium/VME-0327346/2020|EPI_ISL_462200|2020-03-27,2020.2349726776,8750,573220.898079226,696515.754216549
hCoV-19/Belgium/Rega-0328201/2020|EPI_ISL_458171|2020-03-28|Europe,2020.23770491803,3550,716386.545520152,689667.776473954
hCoV-19/Belgium/HCM-0324151/2020|EPI_ISL_420408|2020-03-24|Europe,2020.22677595628,1420,646144.848998423,655570.10906247
hCoV-19/Belgium/Rega-0327210/2020|EPI_ISL_458180|2020-03-27|Europe,2020.2349726776,1090,645904.794636629,674835.411843079
hCoV-19/Belgium/RIM-0407393/2020|EPI_ISL_462247|2020-04-07,2020.2650273224,3500,718546.344088005,678620.926372382
hCoV-19/Belgium/GJJ-0325145/2020|EPI_ISL_420402|2020-03-25|Europe,2020.22950819672,3550,714595.046724227,688781.918508968
hCoV-19/Belgium/Rega-0327215/2020|EPI_ISL_458185|2020-03-27|Europe,2020.2349726776,2610,653154.362862395,705944.400956662
hCoV-19/Belgium/JFA-0407396/2020|EPI_ISL_462250|2020-04-07,2020.2650273224,3290,697041.776075057,682595.534342845
hCoV-19/Belgium/ULG-10173/2020|EPI_ISL_455961|2020-5-8|Europe,2020.34972677596,6997,736946.205182318,606586.245143568
hCoV-19/Belgium/Rega-0328208/2020|EPI_ISL_458178|2020-03-28|Europe,2020.23770491803,1040,651409.769727301,669673.917228593
hCoV-19/Belgium/20A47/2020|EPI_ISL_452150|2020-04-10|Europe,2020.27322404372,NA,NA,NA
hCoV-19/Belgium/RJ-0507419/2020|EPI_ISL_462273|2020-05-07,2020.34699453552,2360,697546.089554871,721239.067605563
hCoV-19/Belgium/VLS-0507418/2020|EPI_ISL_462272|2020-05-07,2020.34699453552,2300,690361.694103449,729797.294061024
hCoV-19/Belgium/VWJM-0324136/2020|EPI_ISL_420393|2020-03-24|Europe,2020.22677595628,3360,681354.262383147,665979.024206034
hCoV-19/Belgium/VT-0325143/2020|EPI_ISL_420400|2020-03-25|Europe,2020.22950819672,3560,707430.466092694,688590.870763747
hCoV-19/Belgium/Rega-0330252/2020|EPI_ISL_458222|2020-03-30|Europe,2020.24316939891,3220,680846.025079858,680306.232734784
hCoV-19/Belgium/BS-0331359/2020|EPI_ISL_462213|2020-03-31,2020.24590163934,5170,682213.562829808,621679.314788925
hCoV-19/Belgium/20A42/2020|EPI_ISL_452140|2020-04-03|Europe,2020.25409836066,NA,NA,NA
hCoV-19/Belgium/SP-0407397/2020|EPI_ISL_462251|2020-04-07,2020.2650273224,3520,723258.186533308,685536.311939326
hCoV-19/Belgium/SG-0507420/2020|EPI_ISL_462274|2020-05-07,2020.34699453552,2380,695957.974724877,729884.608097628
hCoV-19/Belgium/BM-030687/2020|EPI_ISL_420343|2020-03-06|Europe,2020.17759562842,5300,699065.242487917,635626.433788312
hCoV-19/Belgium/ULG-6948/2020|EPI_ISL_417022|2020-03-15|Europe,2020.20218579235,4020,735704.695639837,647332.894833078
hCoV-19/Belgium/ULG-6942/2020|EPI_ISL_417021|2020-03-15|Europe,2020.20218579235,4000,734913.249354646,647766.903135688
hCoV-19/Belgium/ULG-6950/2020|EPI_ISL_417023|2020-03-15|Europe,2020.20218579235,4020,740387.940139098,651015.821992468
hCoV-19/Belgium/ULG-7242/2020|EPI_ISL_418626|2020-03-16|Europe,2020.20491803279,4053,738517.168412855,643752.427119752
hCoV-19/Belgium/ULG-10061/2020|EPI_ISL_424662|2020-04-05|Europe,2020.25956284153,4430,732828.600978045,649913.523027336
hCoV-19/Belgium/ULG-10018/2020|EPI_ISL_421196|2020-03-30|Europe,2020.24316939891,4420,731988.889200258,646343.310223228
hCoV-19/Belgium/Rega-0329242/2020|EPI_ISL_458212|2020-03-29|Europe,2020.24043715847,5031,676596.117641259,640373.15988014
hCoV-19/Belgium/UGent-28/2020|EPI_ISL_434347|2020-03-26|Europe,2020.23224043716,NA,NA,NA
hCoV-19/Belgium/LD-030597/2020|EPI_ISL_420353|2020-03-05|Europe,2020.17486338798,9190,626980.945045463,710451.810422659
hCoV-19/Belgium/VMC-030695/2020|EPI_ISL_420351|2020-03-06|Europe,2020.17759562842,9000,603957.915186852,692148.534557037
hCoV-19/Belgium/RA-030664/2020|EPI_ISL_420441|2020-03-06|Europe,2020.17759562842,1640,650110.569184478,657048.660131604
hCoV-19/Belgium/DNS-0324176/2020|EPI_ISL_420433|2020-03-24|Europe,2020.22677595628,6140,647439.716586241,623056.070154315
hCoV-19/Belgium/VGM-0402374/2020|EPI_ISL_462228|2020-04-02,2020.25136612022,8908,540607.406813484,670735.620756515
hCoV-19/Belgium/LAM-0325339/2020|EPI_ISL_462193|2020-03-25,2020.22950819672,8370,565172.207501105,724727.837231005
hCoV-19/Belgium/VAJ-0328370/2020|EPI_ISL_462224|2020-03-28,2020.23770491803,9700,594307.464236937,667956.911238631
hCoV-19/Belgium/ULG-10044/2020|EPI_ISL_421211|2020-03-31|Europe,2020.24590163934,4550,724497.688236032,635009.503655984
hCoV-19/Belgium/ULG-3843/2020|EPI_ISL_417012|2020-03-08|Europe,2020.18306010929,4041,737237.606517358,653254.317343162
hCoV-19/Belgium/ULG-10068/2020|EPI_ISL_424636|2020-04-03|Europe,2020.25409836066,4020,740054.132644002,651044.150579737
hCoV-19/Belgium/RS-030677/2020|EPI_ISL_420333|2020-03-06|Europe,2020.17759562842,4100,729838.658272942,642347.447131056
hCoV-19/Belgium/ULG-2971/2020|EPI_ISL_416997|2020-03-05|Europe,2020.17486338798,4630,748321.670461298,644609.987120652
hCoV-19/Belgium/GJ-030458/2020|EPI_ISL_420319|2020-03-04|Europe,2020.17213114754,6110,650730.970837039,616497.467929696
hCoV-19/Belgium/RYR-030649/2020|EPI_ISL_420315|2020-03-06|Europe,2020.17759562842,4550,724432.133961774,634552.343793883
hCoV-19/Belgium/MJP-030684/2020|EPI_ISL_420340|2020-03-06|Europe,2020.17759562842,4841,762806.86975201,655010.755787554
hCoV-19/Belgium/RC-0324168/2020|EPI_ISL_420425|2020-03-24|Europe,2020.22677595628,6110,651407.400855015,618121.097215688
hCoV-19/Belgium/VRS-0320308/2020|EPI_ISL_462162|2020-03-20,2020.21584699454,2310,676273.838018777,725425.79318517
hCoV-19/Belgium/LL-0331377/2020|EPI_ISL_462231|2020-03-31,2020.24590163934,2930,661630.799342187,725220.47612821
hCoV-19/Belgium/REGA-0325402/2020|EPI_ISL_462256|2020-03-25,2020.22950819672,6250,663719.991707072,619268.144389093
hCoV-19/Belgium/VEH-0329352/2020|EPI_ISL_462206|2020-03-29,2020.24043715847,2560,671153.430006896,705794.380882685
hCoV-19/Belgium/ITM_C338/2020|EPI_ISL_450734|2020-04-06|Europe,2020.26229508197,NA,NA,NA
hCoV-19/Belgium/TA-0330358/2020|EPI_ISL_462212|2020-03-30,2020.24316939891,2560,667954.942566759,702452.827728692
hCoV-19/Belgium/ULG-10101/2020|EPI_ISL_427352|2020-04-06|Europe,2020.26229508197,4130,737358.121272238,638839.13732636
hCoV-19/Belgium/ULG-10045/2020|EPI_ISL_421212|2020-03-31|Europe,2020.24590163934,4651,751189.117838704,648095.480354975
hCoV-19/Belgium/FMC-0323159/2020|EPI_ISL_420416|2020-03-23|Europe,2020.22404371585,1380,654531.150350743,653766.978241712
hCoV-19/Belgium/BEG-0323154/2020|EPI_ISL_420411|2020-03-23|Europe,2020.22404371585,1480,633763.770828808,656679.730805332
hCoV-19/Belgium/FR-03029/2020|EPI_ISL_417428|2020-03-02|Europe,2020.16666666667,1330,660893.626531648,655089.839549474
hCoV-19/Belgium/ULG-10046/2020|EPI_ISL_421213|2020-03-31|Europe,2020.24590163934,4630,747581.662867766,647579.656129256
hCoV-19/Belgium/VBK-03061/2020|EPI_ISL_417425|2020-03-06|Europe,2020.17759562842,2900,660336.156719002,715656.606530987
hCoV-19/Belgium/VGA-030672/2020|EPI_ISL_420328|2020-03-06|Europe,2020.17759562842,3570,716467.271177207,675084.082694924
hCoV-19/Belgium/KN-030756/2020|EPI_ISL_420450|2020-03-07|Europe,2020.18032786885,1082,644149.894773617,672207.313993045
hCoV-19/Belgium/TG-030757/2020|EPI_ISL_420318|2020-03-07|Europe,2020.18032786885,5170,686321.897726548,619798.395502091
hCoV-19/Belgium/BJ-030767/2020|EPI_ISL_420323|2020-03-07|Europe,2020.18032786885,1410,651442.386248683,655293.025102448
hCoV-19/Belgium/ULG-10025/2020|EPI_ISL_421199|2020-03-31|Europe,2020.24590163934,4870,747595.858961983,638883.67159005
hCoV-19/Belgium/ULG-10175/2020|EPI_ISL_455963|2020-5-8|Europe,2020.34972677596,4032,738699.756681159,646122.148917609
hCoV-19/Belgium/ULG-10191/2020|EPI_ISL_455979|2020-5-11|Europe,2020.35792349727,4130,736059.225409453,638903.952325323
hCoV-19/Belgium/DHWM-03041/2020|EPI_ISL_417422|2020-03-04|Europe,2020.17213114754,1700,641385.368984437,672104.233962447
hCoV-19/Belgium/ULG-10135/2020|EPI_ISL_427380|2020-04-08|Europe,2020.26775956284,4400,725116.33333033,643252.086697618
hCoV-19/Belgium/ULG-10109/2020|EPI_ISL_427360|2020-04-07|Europe,2020.2650273224,4400,727860.449814222,646517.548914283
hCoV-19/Belgium/ULG-10066/2020|EPI_ISL_424629|2020-04-03|Europe,2020.25409836066,4850,763320.549420584,656114.964472599
hCoV-19/Belgium/ULG-10067/2020|EPI_ISL_424630|2020-04-03|Europe,2020.25409836066,4910,749969.589948687,633864.691063314
hCoV-19/Belgium/ULG-10171/2020|EPI_ISL_455959|2020-5-11|Europe,2020.35792349727,4400,726937.147777038,642031.127990486
hCoV-19/Belgium/ULG-10144/2020|EPI_ISL_427388|2020-04-07|Europe,2020.2650273224,4850,759711.632050345,653819.437326677
hCoV-19/Belgium/ULG-10042/2020|EPI_ISL_421209|2020-03-31|Europe,2020.24590163934,4100,730085.35394291,642615.331713805
hCoV-19/Belgium/ULG-6457/2020|EPI_ISL_417015|2020-03-13|Europe,2020.19672131148,4040,737410.607864571,654254.397301449
hCoV-19/Belgium/ULG-9634/2020|EPI_ISL_418651|2020-03-22|Europe,2020.22131147541,4100,730155.996941926,639597.5345639
hCoV-19/Belgium/ULG-9741/2020|EPI_ISL_418664|2020-03-22|Europe,2020.22131147541,4000,734138.13737403,651762.810171647
hCoV-19/Belgium/ULG-9735/2020|EPI_ISL_418661|2020-03-22|Europe,2020.22131147541,4250,705962.666381435,649589.587357881
hCoV-19/Belgium/ULG-10024/2020|EPI_ISL_421198|2020-03-30|Europe,2020.24316939891,4160,732397.810827023,630878.069547818
hCoV-19/Belgium/ULG-10050/2020|EPI_ISL_424659|2020-04-05|Europe,2020.25956284153,1050,652299.518075062,667781.602412771
hCoV-19/Belgium/ULG-10029/2020|EPI_ISL_421203|2020-03-30|Europe,2020.24316939891,4800,753366.429856276,642930.07095656
hCoV-19/Belgium/Rega-0329238/2020|EPI_ISL_458208|2020-03-29|Europe,2020.24043715847,1050,651862.507021245,668315.201164561
hCoV-19/Belgium/Rega-0328198/2020|EPI_ISL_458168|2020-03-28|Europe,2020.23770491803,1420,648364.64625775,653299.338848571
hCoV-19/Belgium/RGE-0325122/2020|EPI_ISL_420379|2020-03-25|Europe,2020.22950819672,3300,692195.017389966,663586.02719513
hCoV-19/Belgium/ULG-10104/2020|EPI_ISL_427355|2020-04-06|Europe,2020.26229508197,4000,733360.613231144,652633.179889799
hCoV-19/Belgium/NMA-0324169/2020|EPI_ISL_420426|2020-03-24|Europe,2020.22677595628,1380,656261.374516313,656162.956161554
hCoV-19/Belgium/ULG-10151/2020|EPI_ISL_447148|2020-04-18|Europe,2020.29508196721,4520,706501.787212927,641093.68875782
hCoV-19/Belgium/ULG-10180/2020|EPI_ISL_455968|2020-5-9|Europe,2020.35245901639,4432,730017.484190977,656744.256591451
hCoV-19/Belgium/ULG-10179/2020|EPI_ISL_455967|2020-5-9|Europe,2020.35245901639,4430,731285.218641145,651030.336508111
hCoV-19/Belgium/ULG-10170/2020|EPI_ISL_455958|2020-5-11|Europe,2020.35792349727,4120,727274.72093111,636387.802382738
hCoV-19/Belgium/ULG-10174/2020|EPI_ISL_455962|2020-5-8|Europe,2020.34972677596,4610,741093.203564466,649574.075933813
hCoV-19/Belgium/030959/2020|EPI_ISL_420320|2020-03-09|Europe,2020.18579234973,1180,648885.664838615,664206.078318526
hCoV-19/Belgium/BC-03016/2020|EPI_ISL_415157|2020-03-01|Europe,2020.16393442623,9100,634354.209874728,705256.490923788
hCoV-19/Belgium/DJ-030452/2020|EPI_ISL_420447|2020-03-04|Europe,2020.17213114754,9200,627506.130808858,691656.008188539
hCoV-19/Belgium/LM-030685/2020|EPI_ISL_420341|2020-03-06|Europe,2020.17759562842,4910,753661.971229135,635179.80583113
hCoV-19/Belgium/WAM-030676/2020|EPI_ISL_420332|2020-03-06|Europe,2020.17759562842,4040,737989.699884083,651717.883791085
hCoV-19/Belgium/CD-030679/2020|EPI_ISL_420335|2020-03-06|Europe,2020.17759562842,4460,723753.240422477,648319.176826482
hCoV-19/Belgium/PA-030680/2020|EPI_ISL_420336|2020-03-06|Europe,2020.17759562842,4630,747312.713222963,646370.745500357
hCoV-19/Belgium/ULG-10114/2020|EPI_ISL_427363|2020-04-07|Europe,2020.2650273224,4031,734802.165039456,643681.771093551
hCoV-19/Belgium/DCS-030796/2020|EPI_ISL_420352|2020-03-07|Europe,2020.18032786885,9170,634858.304673149,719265.744756565
hCoV-19/Belgium/ULG-10167/2020|EPI_ISL_447161|2020-04-19|Europe,2020.29781420765,4910,756973.545484039,635374.293562705
hCoV-19/Belgium/QOJ-030751/2020|EPI_ISL_420316|2020-03-07|Europe,2020.18032786885,1700,638341.588283139,675107.217392759
hCoV-19/Belgium/ULG-8543/2020|EPI_ISL_418637|2020-03-19|Europe,2020.2131147541,4160,732039.610512537,631648.382785821
hCoV-19/Belgium/ULG-10013/2020|EPI_ISL_421191|2020-03-30|Europe,2020.24316939891,4140,738654.264028761,631943.641863436
hCoV-19/Belgium/ULG-10014/2020|EPI_ISL_421192|2020-03-30|Europe,2020.24316939891,4610,741612.25490094,647639.102205675
hCoV-19/Belgium/ULG-10019/2020|EPI_ISL_427340|2020-03-31|Europe,2020.24590163934,4610,740333.145859531,645326.548071377
hCoV-19/Belgium/ULG-10082/2020|EPI_ISL_424649|2020-04-04|Europe,2020.25683060109,4101,729646.234454007,645799.378063769
hCoV-19/Belgium/ULG-10093/2020|EPI_ISL_424648|2020-04-04|Europe,2020.25683060109,4610,740310.727939849,647168.783827991
hCoV-19/Belgium/ULG-10102/2020|EPI_ISL_427353|2020-04-06|Europe,2020.26229508197,4102,732685.852121126,644563.196729722
hCoV-19/Belgium/ULG-3000/2020|EPI_ISL_417004|2020-03-05|Europe,2020.17486338798,4630,747519.353380428,645108.706499476
hCoV-19/Belgium/PAN-030681/2020|EPI_ISL_420337|2020-03-05|Europe,2020.17486338798,4651,749643.37131055,651729.57933524
hCoV-19/Belgium/RJL-030588/2020|EPI_ISL_420344|2020-03-05|Europe,2020.17486338798,5370,715689.948299712,617795.612772019
hCoV-19/Belgium/ULG-0190/2020|EPI_ISL_447130|2020-03-23|Europe,2020.22404371585,4700,772673.836615994,644779.212198455
hCoV-19/Belgium/ULG-0186/2020|EPI_ISL_447128|2020-03-23|Europe,2020.22404371585,4700,774279.259344983,644554.934355184
hCoV-19/Belgium/Rega-0328187/2020|EPI_ISL_458157|2020-03-28|Europe,2020.23770491803,1933,658685.886042831,672468.256219874
hCoV-19/Belgium/ULG-9714/2020|EPI_ISL_418655|2020-03-22|Europe,2020.22131147541,4550,722361.108311289,634679.799813876
hCoV-19/Belgium/ULG-9742/2020|EPI_ISL_418665|2020-03-22|Europe,2020.22131147541,4100,731562.692350526,643316.066184674
hCoV-19/Belgium/ULG-10037/2020|EPI_ISL_427345|2020-03-30|Europe,2020.24316939891,4170,737540.588101067,629419.305030932
hCoV-19/Belgium/ULG-10072/2020|EPI_ISL_424631|2020-04-03|Europe,2020.25409836066,4400,727117.335299497,643013.658330215
hCoV-19/Belgium/ULG-10057/2020|EPI_ISL_424654|2020-04-05|Europe,2020.25956284153,4357,721042.168528877,649441.150315674
hCoV-19/Belgium/PF-0326316/2020|EPI_ISL_462170|2020-03-26,2020.23224043716,1332,658291.815122522,656455.064203771
hCoV-19/Belgium/MSE-0324131/2020|EPI_ISL_420388|2020-03-24|Europe,2020.22677595628,1800,656960.442588086,681254.217229061
hCoV-19/Belgium/Rega-0327216/2020|EPI_ISL_458186|2020-03-27|Europe,2020.2349726776,7041,626675.491990747,620318.007260909
hCoV-19/Belgium/FFJ-0324124/2020|EPI_ISL_420381|2020-03-24|Europe,2020.22677595628,7061,622402.153696208,633529.976053331
hCoV-19/Belgium/GL-030546/2020|EPI_ISL_418792|2020-03-05|Europe,2020.17486338798,3530,728682.290451365,691662.022734166
hCoV-19/Belgium/UGent-40/2020|EPI_ISL_434357|2020-03-27|Europe,2020.2349726776,NA,NA,NA
hCoV-19/Belgium/ITM_C262/2020|EPI_ISL_434369|2020-04-02|Europe,2020.25136612022,NA,NA,NA
hCoV-19/Belgium/HL-030771/2020|EPI_ISL_420327|2020-03-07|Europe,2020.18032786885,3520,719304.439016901,688122.264827738
hCoV-19/Belgium/SS-031047/2020|EPI_ISL_418793|2020-03-10|Europe,2020.18852459016,3520,723135.757876948,687655.736223453
hCoV-19/Belgium/BWM-0311356/2020|EPI_ISL_462210|2020-03-11,2020.1912568306,2470,699621.774858106,718879.914226024
hCoV-19/Belgium/UGent-33/2020|EPI_ISL_434351|2020-03-28|Europe,2020.23770491803,NA,NA,NA
hCoV-19/Belgium/UGent-64/2020|EPI_ISL_451175|2020-04-07|Europe,2020.2650273224,NA,NA,NA
hCoV-19/Belgium/UGent-71/2020|EPI_ISL_451182|2020-04-15|Europe,2020.2868852459,NA,NA,NA
hCoV-19/Belgium/ULG-10063/2020|EPI_ISL_424665|2020-04-05|Europe,2020.25956284153,4400,728317.026644858,643750.593209959
hCoV-19/Belgium/ULG-10107/2020|EPI_ISL_427358|2020-04-06|Europe,2020.26229508197,4100,729251.215846753,643327.630329213
hCoV-19/Belgium/ULG-10108/2020|EPI_ISL_427359|2020-04-06|Europe,2020.26229508197,4100,731687.37187844,645516.235236805
hCoV-19/Belgium/ULG-10031/2020|EPI_ISL_421205|2020-03-31|Europe,2020.24590163934,4831,759302.387536514,647198.521708139
hCoV-19/Belgium/ULG-8634/2020|EPI_ISL_418640|2020-03-19|Europe,2020.2131147541,4101,729584.330666394,646029.954772235
hCoV-19/Belgium/ULG-10156/2020|EPI_ISL_447152|2020-04-18|Europe,2020.29508196721,4680,739441.68047054,657177.804850128
hCoV-19/Belgium/ULG-10155/2020|EPI_ISL_447151|2020-04-18|Europe,2020.29508196721,4680,737463.357327077,657625.791460311
hCoV-19/Belgium/MS-0324134/2020|EPI_ISL_420391|2020-03-24|Europe,2020.22677595628,7390,613568.505266918,624550.376049686
hCoV-19/Belgium/VNM-0406400/2020|EPI_ISL_462254|2020-04-06,2020.26229508197,9220,636142.40803124,695191.661136452
hCoV-19/Belgium/ITM_C233/2020|EPI_ISL_434371|2020-04-01|Europe,2020.24863387978,NA,NA,NA
hCoV-19/Belgium/Rega-0329245/2020|EPI_ISL_458215|2020-03-29|Europe,2020.24043715847,7140,639647.785518407,627141.127656547
hCoV-19/Belgium/QL-0324173/2020|EPI_ISL_420430|2020-03-24|Europe,2020.22677595628,7033,618275.347451024,623565.757509158
hCoV-19/Belgium/DC-0326350/2020|EPI_ISL_462204|2020-03-26,2020.23224043716,8600,546353.929631301,689635.695295885
hCoV-19/Belgium/VRAR-030643/2020|EPI_ISL_418981|2020-03-06|Europe,2020.17759562842,9820,603125.141395772,682833.746444289
hCoV-19/Belgium/SH-03014/2020|EPI_ISL_415156|2020-03-01|Europe,2020.16393442623,3040,668047.48461157,659618.879475316
hCoV-19/Belgium/SB-030990/2020|EPI_ISL_420346|2020-03-09|Europe,2020.18579234973,6040,657770.161281162,625708.825314091
hCoV-19/Belgium/RT-030460/2020|EPI_ISL_418989|2020-03-04|Europe,2020.17213114754,1190,646866.917841953,667526.126759626
hCoV-19/Belgium/RT-03035/2020|EPI_ISL_417430|2020-03-03|Europe,2020.1693989071,1190,646956.673968358,666564.768961078
hCoV-19/Belgium/JRH-030459/2020|EPI_ISL_418988|2020-03-04|Europe,2020.17213114754,3550,717415.353425319,692990.992405292
hCoV-19/Belgium/Rega-0327211/2020|EPI_ISL_458181|2020-03-27|Europe,2020.2349726776,3294,696621.125853194,687723.366725538
hCoV-19/Belgium/GQL-0328309/2020|EPI_ISL_462163|2020-03-28,2020.23770491803,5590,698751.296480544,612142.25432486
hCoV-19/Belgium/VPP-0331379/2020|EPI_ISL_462233|2020-03-31,2020.24590163934,2930,659415.276596065,721835.057577722
hCoV-19/Belgium/GC-0328313/2020|EPI_ISL_462167|2020-03-28,2020.23770491803,7134,637986.982877544,625064.77478578
hCoV-19/Belgium/ITM_C237/2020|EPI_ISL_450732|2020-04-01|Europe,2020.24863387978,NA,NA,NA
hCoV-19/Belgium/UGent-59/2020|EPI_ISL_451170|2020-04-05|Europe,2020.25956284153,NA,NA,NA
hCoV-19/Belgium/DA-0319106/2020|EPI_ISL_420362|2020-03-18|Europe,2020.21038251366,7040,620604.532346784,621462.01417369
hCoV-19/Belgium/DRR-0401366/2020|EPI_ISL_462220|2020-04-01,2020.24863387978,7782,545440.536995205,657539.412963268
hCoV-19/Belgium/CJE-0325178/2020|EPI_ISL_420435|2020-03-25|Europe,2020.22950819672,7340,612004.203828413,623949.589230053
hCoV-19/Belgium/ULG-10071/2020|EPI_ISL_424632|2020-04-03|Europe,2020.25409836066,4190,738324.736095045,625143.991150846
hCoV-19/Belgium/UGent-22/2020|EPI_ISL_425062|2020-03-24|Europe,2020.22677595628,NA,NA,NA
hCoV-19/Belgium/DCB-0324163/2020|EPI_ISL_420420|2020-03-24|Europe,2020.22677595628,6141,646915.571713831,623431.798995666
hCoV-19/Belgium/RM-0330304/2020|EPI_ISL_462158|2020-03-30,2020.24316939891,2460,687773.402143311,719113.687547073
hCoV-19/Belgium/Rega-0329239/2020|EPI_ISL_458209|2020-03-29|Europe,2020.24043715847,3370,681385.947131664,670785.901043594
hCoV-19/Belgium/ULG-10084/2020|EPI_ISL_424638|2020-04-03|Europe,2020.25409836066,4030,737987.333251656,647304.975123657
hCoV-19/Belgium/ULG-10189/2020|EPI_ISL_455977|2020-5-11|Europe,2020.35792349727,4845,764832.263624172,640928.066433599
hCoV-19/Belgium/ULG-8664/2020|EPI_ISL_418641|2020-03-19|Europe,2020.2131147541,4000,735671.368853717,649481.294448146
hCoV-19/Belgium/ULG-10157/2020|EPI_ISL_447142|2020-04-18|Europe,2020.29508196721,4122,732987.724961974,639255.801093339
hCoV-19/Belgium/ULG-10161/2020|EPI_ISL_447143|2020-04-18|Europe,2020.29508196721,4122,731005.952128491,638396.861357709
